,Shipment Number,ATF Port Dep 1 Date,ATF Port Dep 1 Yr/Week,Operational plan Port Dep 1 Yr/Week,FFE,TON,Booking Create Date,Booking Status,Receipt Service Mode,Delivery Service Mode,Cargo Type,Container Type,Container Size,String,String Direction,POR Site Code,POR Country Code,POR Cluster Code,POR Region Code,POD Country Code,POD Cluster Code,POD Region Code,LOPFI Site Code,LOPFI Country Code,LOPFI Region Code,LOPFI Cluster Code,DIPLA Site Code,DIPLA Country Code,DIPLA Cluster Code,DIPLA Region Code,Est Trans days,Atf Trans days
99,551498093,9/3/2010,2010/35,2010/35,5,83,06/09/2010,Active,CY,CY,DRY,DRY,20,WAFAMR888,AW ,USSAVGC ,US,USC,NAM,CD,CDC,AFR,USSAVGC,US,NAM,USC,CDMATTM,CD,CDC,AFR,192.0,119.0
100,551499482,9/17/2010,2010/37,2010/37,5,17598,06/10/2010,Active,CY,SD,REEF,REEF,20,OCEEUR888,N  ,NZNWLCT ,NZ,NZC,APA,FR,FRC,NEU,NZNWLCT,NZ,APA,NZC,FRLEHTDF,FR,FRC,NEU,115.0,115.0
101,551503557,9/5/2010,2010/35,2010/35,6,148937,06/10/2010,Active,CY,CY,DRY,DRY,40,WAFEURW6A,N  ,CMDLATM ,CM,CMC,AFR,IT,ITC,MED,CMDLATM,CM,AFR,CMC,ITLGHTM,IT,ITC,MED,342.0,225.0
102,551503640,9/7/2010,2010/36,2010/36,10,13856,06/10/2010,Active,CY,CY,DRY,OPEN,40,FEAEUR621,E  ,ESBIOTM ,ES,IBE,MED,CN,PRN,NAS,ESBIOTM,ES,MED,IBE,CNDAIDT,CN,PRN,NAS,1230.0,1014.0
103,551503980,9/7/2010,2010/36,2010/36,1,959,06/10/2010,Active,CY,CY,DRY,FLAT,40,FEAEUR621,E  ,ESBIOTM ,ES,IBE,MED,CN,PRN,NAS,ESBIOTM,ES,MED,IBE,CNDAIDT,CN,PRN,NAS,222.0,200.0
104,551505763,9/1/2010,2010/35,2010/35,1,5512,06/10/2010,Active,CY,CY,DRY,DRY,40,ELAEUR101,ES ,DEBRVTM ,DE,DEC,NEU,PY,RIV,LAM,DEBRVTM,DE,NEU,DEC,PYASUFX,PY,RIV,LAM,108.0,102.0
105,551507896,9/16/2010,2010/37,2010/37,1,17098,06/10/2010,Active,CY,CY,DRY,DRY,40,WAFEURW6A,S  ,MACASTM ,MA,MGB,MED,CI,CIC,AFR,MACASTM,MA,MED,MGB,CIABJPT,CI,CIC,AFR,57.0,36.0
106,551516697,9/13/2010,2010/37,2010/37,1,22216,06/11/2010,Active,CY,CY,DRY,DRY,40,WAFEUR999,N  ,GALBVTM ,GA,CMC,AFR,IT,ITC,MED,GALBVTM,GA,AFR,CMC,ITPMOTM,IT,ITC,MED,81.0,56.0
107,551518957,9/6/2010,2010/36,2010/36,2,30038,06/11/2010,Active,CY,CY,DRY,DRY,40,WAFFEA999,FW ,CNSGHY1 ,CN,PRE,NAS,CV,SNC,AFR,CNSGHY1,CN,NAS,PRE,CVPRATM,CV,SNC,AFR,1076.0,1048.0
108,551524278,9/17/2010,2010/37,2010/37,5,17362,06/13/2010,Active,CY,CY,REEF,REEF,20,NZLFEA071,N  ,NZNWLCT ,NZ,NZC,APA,JP,JPC,NAS,NZNWLCT,NZ,APA,NZC,JPMOJTM,JP,JPC,NAS,136.0,123.0
109,551525334,9/23/2010,2010/38,2010/38,1,48722,06/14/2010,Active,CY,CY,DRY,DRY,20,OCEOCE999,W  ,NZAKLTM ,NZ,NZC,APA,PF,NZC,APA,NZAKLTM,NZ,APA,NZC,PFPPTTM,PF,NZC,APA,132.0,88.0
110,551525335,9/23/2010,2010/38,2010/38,1,48722,06/14/2010,Active,CY,CY,DRY,DRY,20,OCEOCE999,W  ,NZAKLTM ,NZ,NZC,APA,PF,NZC,APA,NZAKLTM,NZ,APA,NZC,PFPPTTM,PF,NZC,APA,132.0,88.0
111,551525404,9/15/2010,2010/37,2010/37,1,21458,06/14/2010,Active,CY,CY,DRY,DRY,40,OCEEUR888,N  ,NZNOICT ,NZ,NZC,APA,ES,IBE,MED,NZNOICT,NZ,APA,NZC,ESVCITC,ES,IBE,MED,114.0,93.0
112,551526638,9/3/2010,2010/35,2010/35,8,21517,06/14/2010,Active,SD,CY,DRY,DRY,40,FEAEUR401,E  ,        ,SE,SCA,NEU,CN,PRN,NAS,SEGOT01,SE,NEU,SCA,CNHSKTA,CN,PRN,NAS,648.0,552.0
113,551529134,9/17/2010,2010/37,2010/37,8,215387,06/14/2010,Active,SD,CY,DRY,DRY,40,FEAEUR401,E  ,        ,SE,SCA,NEU,CN,PRN,NAS,SEGOT01,SE,NEU,SCA,CNHSKTA,CN,PRN,NAS,664.0,547.0
114,551529663,9/1/2010,2010/35,2010/35,1,6539,06/14/2010,Active,CY,CY,DRY,DRY,40,MEDMED888,,ILHFAPT ,IL,ILC,MED,PT,IBE,MED,ILHFAPT,IL,MED,ILC,PTLEXTM,PT,IBE,MED,57.0,36.0
115,551529757,9/10/2010,2010/36,2010/36,14,289705,06/14/2010,Active,SD,CY,DRY,DRY,40,FEAEUR401,E  ,        ,SE,SCA,NEU,CN,PRN,NAS,SEGOT01,SE,NEU,SCA,CNHSKTA,CN,PRN,NAS,1176.0,943.0
116,551529864,9/30/2010,2010/39,2010/39,22,456102,06/14/2010,Active,SD,CY,DRY,DRY,40,FEAEUR410,E  ,        ,SE,SCA,NEU,CN,PRN,NAS,SEGOT01,SE,NEU,SCA,CNHSKTA,CN,PRN,NAS,1694.0,1358.0
117,551532569,9/3/2010,2010/35,2010/35,1,28609,06/14/2010,Active,CY,CY,REEF,REEF,40,OCEEUR888,N  ,NZNWLCT ,NZ,NZC,APA,EG,EGC,MED,NZNWLCT,NZ,APA,NZC,EGALYAI,EG,EGC,MED,107.0,110.0
118,551532570,9/10/2010,2010/36,2010/36,1,28591,06/14/2010,Active,CY,CY,REEF,REEF,40,OCEEUR888,N  ,NZNWLCT ,NZ,NZC,APA,EG,EGC,MED,NZNWLCT,NZ,APA,NZC,EGALYAI,EG,EGC,MED,107.0,115.0
119,551532571,9/17/2010,2010/37,2010/37,1,27574,06/14/2010,Active,CY,CY,REEF,REEF,40,OCEEUR888,N  ,NZNWLCT ,NZ,NZC,APA,EG,EGC,MED,NZNWLCT,NZ,APA,NZC,EGALYAI,EG,EGC,MED,107.0,114.0
120,551532572,9/24/2010,2010/38,2010/38,1,27542,06/14/2010,Active,CY,CY,REEF,REEF,40,OCEEUR888,N  ,NZNWLCT ,NZ,NZC,APA,EG,EGC,MED,NZNWLCT,NZ,APA,NZC,EGALYAI,EG,EGC,MED,107.0,104.0
121,551538260,9/1/2010,2010/35,2010/35,55,211841,06/15/2010,Active,CY,CY,DRY,DRY,20,FEAEUR401,E  ,BEANTDGD,BE,BEC,NEU,JP,JPC,NAS,BEANTDGD,BE,NEU,BEC,JPYOKMY,JP,JPC,NAS,847.0,638.0
122,551539697,9/8/2010,2010/36,2010/36,3,115654,06/15/2010,Active,CY,CY,DRY,DRY,20,FEAEUR401,E  ,BEANTDGD,BE,BEC,NEU,JP,JPC,NAS,BEANTDGD,BE,NEU,BEC,JPYOKMY,JP,JPC,NAS,468.0,348.0
123,551540662,9/8/2010,2010/36,2010/36,1,2115,06/15/2010,Active,CY,CY,DRY,DRY,40,WAFAMR888,AW ,USHOUTM ,US,USC,NAM,BJ,CWA,AFR,USHOUTM,US,NAM,USC,BJCOOTM,BJ,CWA,AFR,109.0,63.0
124,551541387,9/9/2010,2010/36,2010/36,15,57024,06/15/2010,Active,SD,CY,DRY,DRY,20,WLANAM888,S  ,        ,US,USC,NAM,CO,CAR,LAM,USNOLPO,US,NAM,USC,COCTGTG,CO,CAR,LAM,327.0,204.0
125,551542065,9/18/2010,2010/37,2010/37,5,1193,06/16/2010,Active,CY,CY,DRY,DRY,20,OCEOCE999,W  ,NZAKLTM ,NZ,NZC,APA,NC,NZC,APA,NZAKLTM,NZ,APA,NZC,NCNOUTM,NC,NZC,APA,67.0,41.0
126,551545089,9/6/2010,2010/36,2010/36,2,52636,06/16/2010,Active,CY,CY,DRY,DRY,40,FEAEUR419,E  ,LYBEGTM ,LY,EGC,MED,CN,PRE,NAS,LYBEGTM,LY,MED,EGC,CNSGHY3,CN,PRE,NAS,112.0,76.0
127,551545522,9/13/2010,2010/37,2010/37,8,292069,06/16/2010,Active,CY,CY,DRY,DRY,20,WAFFEA999,WF ,GALBVTM ,GA,CMC,AFR,CN,PRE,NAS,GALBVTM,GA,AFR,CMC,CNSGHY1,CN,PRE,NAS,1312.0,800.0
128,551546698,9/12/2010,2010/36,2010/36,5,18002,06/16/2010,Active,SD,CY,DRY,DRY,20,OCEWNA065,S  ,        ,US,USC,NAM,AU,AUC,APA,USLGBTS,US,NAM,USC,AUMEL15,AU,AUC,APA,92.0,62.0
129,551547038,9/17/2010,2010/37,2010/37,5,293104,06/16/2010,Active,CY,CY,DRY,DRY,20,MEANAM999,E  ,CAVNRDP ,CA,USC,NAM,IN,INC,WCA,CAVNRDP,CA,NAM,USC,INCCUTR,IN,INC,WCA,830.0,712.0
130,551548924,9/8/2010,2010/36,2010/36,5,12566,06/17/2010,Active,CY,CY,DRY,DRY,20,OCEEUR888,N  ,NZAKLTM ,NZ,NZC,APA,ZA,SAF,AFR,NZAKLTM,NZ,APA,NZC,ZADUR04,ZA,SAF,AFR,71.0,57.0
131,551554567,9/7/2010,2010/36,2010/36,5,24314,06/17/2010,Active,SD,CY,DRY,DRY,20,FEAEUR412,E  ,        ,DE,DEC,NEU,TH,THC,APA,NLROT01,NL,NEU,NLC,THLZPB1,TH,THC,APA,58.0,56.0
132,551554567,9/7/2010,2010/36,2010/36,1,25074,06/17/2010,Active,SD,CY,DRY,DRY,40,FEAEUR412,E  ,        ,DE,DEC,NEU,TH,THC,APA,NLROT01,NL,NEU,NLC,THLZPB1,TH,THC,APA,53.0,49.0
133,551555112,9/8/2010,2010/36,2010/36,2,12788,06/17/2010,Active,CY,CY,DRY,DRY,40,MEANEU403,E  ,DEBRVTM ,DE,DEC,NEU,IN,INC,WCA,DEBRVTM,DE,NEU,DEC,INJHTTM,IN,INC,WCA,142.0,98.0
134,551555173,9/1/2010,2010/35,2010/35,1,15402,06/17/2010,Active,CY,CY,DRY,DRY,40,NEUNAM891,E  ,USHOUTM ,US,USC,NAM,NO,SCA,NEU,USHOUTM,US,NAM,USC,NOSTVTM,NO,SCA,NEU,113.0,53.0
135,551557501,9/9/2010,2010/36,2010/36,1,2079,06/17/2010,Active,SD,CY,REEF,REEF,40,WLANAM888,S  ,        ,US,USC,NAM,PE,WSA,LAM,USNWKSL,US,NAM,USC,PECALDPW,PE,WSA,LAM,54.0,41.0
136,551557687,9/11/2010,2010/36,2010/36,1,13027,06/17/2010,Active,CY,CY,DRY,DRY,40,MEANAM600,E  ,USCHINS ,US,USC,NAM,AE,AEC,WCA,USNFKAP,US,NAM,USC,AEJALTM,AE,AEC,WCA,57.0,39.0
137,551562732,9/22/2010,2010/38,2010/38,5,16232,06/18/2010,Active,CY,CY,DRY,DRY,20,WAFEUR999,N  ,CDMATTM ,CD,CDC,AFR,IT,ITC,MED,CDMATTM,CD,AFR,CDC,ITLGHTM,IT,ITC,MED,89.0,50.0
138,551563739,9/8/2010,2010/36,2010/36,5,23589,06/18/2010,Active,SD,CY,DRY,DRY,20,FEAEUR410,E  ,        ,DE,DEC,NEU,SG,MYC,APA,NLROT01,NL,NEU,NLC,SGSINPS,SG,MYC,APA,54.0,42.0
139,551568198,9/14/2010,2010/37,2010/37,1,23454,06/18/2010,Active,CY,CY,DRY,DRY,45,MEANAM602,E  ,USHOUTM ,US,USC,NAM,KW,JOC,WCA,USHOUTM,US,NAM,USC,KWSWKTM,KW,JOC,WCA,112.0,74.0
140,551568665,9/10/2010,2010/36,2010/36,2,56582,06/18/2010,Active,CY,CY,DRY,DRY,40,WLANAM888,S  ,USSAVGC ,US,USC,NAM,CO,CAR,LAM,USSAVGC,US,NAM,USC,COBUNTM,CO,CAR,LAM,144.0,94.0
141,551570773,9/26/2010,2010/38,2010/38,5,21918,06/21/2010,Active,CY,SD,DRY,DRY,20,OCEENA061,N  ,NZAKLTM ,NZ,NZC,APA,US,USC,NAM,NZAKLTM,NZ,APA,NZC,USSAVGC,US,USC,NAM,228.0,92.0
142,551571404,9/24/2010,2010/38,2010/38,1,43232,06/21/2010,Active,CY,CY,DRY,DRY,20,OCEEUR888,N  ,NZNWLCT ,NZ,NZC,APA,FR,FRC,NEU,NZNWLCT,NZ,APA,NZC,FRFSMTM,FR,FRC,NEU,256.0,212.0
143,551572096,9/25/2010,2010/38,2010/38,10,53687,06/21/2010,Active,CY,CY,DRY,DRY,20,AUSSEA080,N  ,AUBNE09 ,AU,AUC,APA,VN,VNC,APA,AUBNE09,AU,APA,AUC,VNSGNSP,VN,VNC,APA,1540.0,1068.0
144,551572603,9/16/2010,2010/37,2010/37,13,326012,06/21/2010,Active,CY,CY,DRY,DRY,40,NZLFEA071,N  ,NZUFXCT ,NZ,NZC,APA,HK,PRS,NAS,NZUFXCT,NZ,APA,NZC,HKHKGMO,HK,PRS,NAS,1079.0,793.0
145,551576400,9/13/2010,2010/37,2010/37,35,129142,06/21/2010,Active,CY,CY,DRY,DRY,20,WAFFEA999,WF ,GALBVTM ,GA,CMC,AFR,CN,PRE,NAS,GALBVTM,GA,AFR,CMC,CNSGHY1,CN,PRE,NAS,574.0,350.0
146,551576906,9/14/2010,2010/37,2010/37,5,22223,06/21/2010,Active,SD,CY,DRY,DRY,20,NEUWME888,,        ,ES,IBE,MED,LV,RUC,NEU,ESALRTM,ES,MED,IBE,LVRIXTM,LV,RUC,NEU,70.0,132.0
147,551576909,9/14/2010,2010/37,2010/37,5,22201,06/21/2010,Active,SD,CY,DRY,DRY,20,NEUWME888,,        ,ES,IBE,MED,LV,RUC,NEU,ESALRTM,ES,MED,IBE,LVRIXTM,LV,RUC,NEU,70.0,123.0
148,551578957,9/9/2010,2010/36,2010/36,1,26544,06/21/2010,Active,CY,CY,REEF,REEF,40,ELAWAF888,LW ,BRSSZ37 ,BR,BRC,LAM,CV,SNC,AFR,BRSSZ37,BR,LAM,BRC,CVPRATM,CV,SNC,AFR,65.0,
149,551580475,9/16/2010,2010/37,2010/37,1,21892,06/21/2010,Active,CY,CY,DRY,DRY,40,MEAMED888,E  ,MACASTM ,MA,MGB,MED,IN,INC,WCA,MACASTM,MA,MED,MGB,INKDLTM,IN,INC,WCA,89.0,69.0
150,551580961,9/1/2010,2010/35,2010/35,1,1175,06/21/2010,Active,SD,CY,DRY,DRY,40,NEUNAM891,E  ,        ,US,USC,NAM,BE,BEC,NEU,USHOUTM,US,NAM,USC,NLROT01,NL,NLC,NEU,65.0,68.0
151,551581045,9/9/2010,2010/36,2010/36,21,509963,06/21/2010,Active,CY,CY,DRY,DRY,40,NZLFEA071,N  ,NZUFXCT ,NZ,NZC,APA,HK,PRS,NAS,NZUFXCT,NZ,APA,NZC,HKHKGMO,HK,PRS,NAS,1785.0,1365.0
152,551581597,9/17/2010,2010/37,2010/37,5,1622,06/22/2010,Active,CY,CY,REEF,REEF,20,OCEEUR888,N  ,NZNWLCT ,NZ,NZC,APA,DE,DEC,NEU,NZNWLCT,NZ,APA,NZC,DEHAMBK,DE,DEC,NEU,111.0,105.0
153,551584588,9/29/2010,2010/39,2010/39,9,259001,06/22/2010,Active,CY,CY,DRY,DRY,40,EUREUR43G,S  ,DEBRVTM ,DE,DEC,NEU,IL,ILC,MED,DEBRVTM,DE,NEU,DEC,ILHFAPT,IL,ILC,MED,414.0,279.0
154,551585993,9/16/2010,2010/37,2010/37,2,83776,06/22/2010,Active,CY,CY,DRY,DRY,20,HOAFEA888,HF ,SDPZUTM ,SD,HOA,AFR,CN,PRN,NAS,SDPZUTM,SD,AFR,HOA,CNHSKTA,CN,PRN,NAS,324.0,228.0
155,551587184,9/16/2010,2010/37,2010/37,5,6354,06/22/2010,Active,CY,CY,DRY,DRY,20,WAFEURW6A,S  ,MACASTM ,MA,MGB,MED,CM,CMC,AFR,MACASTM,MA,MED,MGB,CMDLATM,CM,CMC,AFR,87.0,46.0
156,551588245,9/8/2010,2010/36,2010/36,3,57426,06/22/2010,Active,CY,CY,DRY,DRY,40,NEUNAM891,W  ,NLROT01 ,NL,NLC,NEU,US,USC,NAM,NLROT01,NL,NEU,NLC,USCHSTM,US,USC,NAM,255.0,281.0
157,551589002,9/8/2010,2010/36,2010/36,1,25562,06/22/2010,Active,SD,CY,REEF,REEF,40,MEANEU403,E  ,        ,PL,ECE,NEU,KW,JOC,WCA,PLGDNDCT,PL,NEU,ECE,KWSWKTM,KW,JOC,WCA,80.0,84.0
158,551589074,9/1/2010,2010/35,2010/35,6,12773,06/22/2010,Active,CY,CY,DRY,DRY,40,NEUNAM891,W  ,NLROT01 ,NL,NLC,NEU,US,USC,NAM,NLROT01,NL,NEU,NLC,USCHSTM,US,USC,NAM,522.0,230.0
159,551589090,9/1/2010,2010/35,2010/35,5,11515,06/22/2010,Active,SD,CY,REEF,REEF,20,MEANEU403,E  ,        ,PL,ECE,NEU,KW,JOC,WCA,PLGDNDCT,PL,NEU,ECE,KWSWKTM,KW,JOC,WCA,93.0,103.0
160,551589110,9/8/2010,2010/36,2010/36,5,10602,06/22/2010,Active,CY,CY,DRY,DRY,40,NEUNAM891,W  ,NLROT01 ,NL,NLC,NEU,US,USC,NAM,NLROT01,NL,NEU,NLC,USCHSTM,US,USC,NAM,435.0,185.0
161,551589231,9/12/2010,2010/36,2010/36,1,17292,06/22/2010,Active,CY,CY,REEF,REEF,40,OCEWNA065,S  ,USLGBTS ,US,USC,NAM,NC,NZC,APA,USLGBTS,US,NAM,USC,NCNOUTM,NC,NZC,APA,52.0,54.0
162,551589506,9/18/2010,2010/37,2010/37,1,28789,06/22/2010,Active,SD,CY,DRY,DRY,40,MEANAM999,E  ,        ,CA,USC,NAM,IN,INC,WCA,CAMONCT,CA,NAM,USC,INPPVTM,IN,INC,WCA,120.0,105.0
163,551590866,9/5/2010,2010/35,2010/35,1,15386,06/22/2010,Active,SD,CY,DRY,DRY,40,NEUNAM892,E  ,        ,US,USC,NAM,BE,BEC,NEU,USNWKMT,US,NAM,USC,BEANT869,BE,BEC,NEU,47.0,40.0
164,551594195,9/3/2010,2010/35,2010/35,15,99318,06/23/2010,Active,CY,CY,DRY,TANK,20,FEAEUR680,E  ,NLROT01 ,NL,NLC,NEU,CN,PRE,NAS,NLROT01,NL,NEU,NLC,CNSGHY1,CN,PRE,NAS,,
165,551597563,9/28/2010,2010/39,2010/39,5,88,06/23/2010,Active,CY,CY,DRY,DRY,20,ELAEUR96I,ES ,DEHAMEK ,DE,DEC,NEU,BR,BRC,LAM,DEHAMEK,DE,NEU,DEC,BRSSZ01,BR,BRC,LAM,58.0,36.0
166,551604119,9/4/2010,2010/35,2010/35,5,21425,06/24/2010,Active,CY,CY,DRY,DRY,20,WLAEUR848,S  ,BEANTDGD,BE,BEC,NEU,EC,WSA,LAM,NLROT10,NL,NEU,NLC,ECEMRTM,EC,WSA,LAM,70.0,50.0
167,551605011,9/5/2010,2010/35,2010/35,1,25099,06/24/2010,Active,CY,CY,DRY,DRY,40,AFRAFR888,R  ,CMDLATM ,CM,CMC,AFR,MU,MUC,AFR,CMDLATM,CM,AFR,CMC,MUPLOTM,MU,MUC,AFR,105.0,85.0
168,551606130,9/13/2010,2010/37,2010/37,1,22876,06/24/2010,Active,CY,CY,DRY,DRY,40,WAFEURW6A,N  ,CMDLATM ,CM,CMC,AFR,BE,BEC,NEU,CMDLATM,CM,AFR,CMC,BEANTDGD,BE,BEC,NEU,52.0,30.0
169,551606730,9/14/2010,2010/37,2010/37,5,19475,06/24/2010,Active,CY,CY,DRY,DRY,20,NEUWME888,,ESALRTM ,ES,IBE,MED,LV,RUC,NEU,ESALRTM,ES,MED,IBE,LVRIXTM,LV,RUC,NEU,70.0,46.0
170,551615306,9/15/2010,2010/37,2010/37,499,24471,06/25/2010,Active,CY,CY,DRY,DRY,20,FEAEUR401,E  ,BEANTDGD,BE,BEC,NEU,TH,THC,APA,BEANTDGD,BE,NEU,BEC,THSONTM,TH,THC,APA,130.0,96.0
171,551619346,9/13/2010,2010/37,2010/37,1,23958,06/25/2010,Active,CY,CY,DRY,DRY,40,WAFEUR999,N  ,GALBVTM ,GA,CMC,AFR,IT,ITC,MED,GALBVTM,GA,AFR,CMC,ITLGHTM,IT,ITC,MED,71.0,44.0
172,551622837,9/3/2010,2010/35,2010/35,15,6788,06/26/2010,Active,CY,CY,DRY,DRY,20,IOIWLD888,N  ,MUPLOTM ,MU,MUC,AFR,IN,INC,WCA,MUPLOTM,MU,AFR,MUC,INPPVTM,IN,INC,WCA,276.0,201.0
173,551624826,9/18/2010,2010/37,2010/37,1,625,06/28/2010,Active,CY,CY,DRY,DRY,40,FEAEUR412,W  ,MYLPKTM ,MY,MYC,APA,GB,GBC,NEU,MYLPKTM,MY,APA,MYC,GBFXSTM,GB,GBC,NEU,61.0,56.0
174,551624827,9/18/2010,2010/37,2010/37,1,6587,06/28/2010,Active,CY,CY,DRY,DRY,40,FEAEUR412,W  ,MYLPKTM ,MY,MYC,APA,GB,GBC,NEU,MYLPKTM,MY,APA,MYC,GBFXSTM,GB,GBC,NEU,61.0,56.0
175,551624849,9/18/2010,2010/37,2010/37,1,6587,06/28/2010,Active,CY,CY,DRY,DRY,40,FEAEUR412,W  ,MYLPKTM ,MY,MYC,APA,GB,GBC,NEU,MYLPKTM,MY,APA,MYC,GBFXSTM,GB,GBC,NEU,61.0,56.0
176,551624850,9/4/2010,2010/35,2010/35,1,6587,06/28/2010,Active,CY,CY,DRY,DRY,40,FEAEUR412,W  ,MYLPKTM ,MY,MYC,APA,GB,GBC,NEU,MYLPKTM,MY,APA,MYC,GBFXSTM,GB,GBC,NEU,63.0,57.0
177,551624852,9/18/2010,2010/37,2010/37,1,6587,06/28/2010,Active,CY,CY,DRY,DRY,40,FEAEUR412,W  ,MYLPKTM ,MY,MYC,APA,GB,GBC,NEU,MYLPKTM,MY,APA,MYC,GBFXSTM,GB,GBC,NEU,61.0,56.0
178,551625051,9/1/2010,2010/35,2010/35,1,7755,06/28/2010,Active,CY,CY,DRY,DRY,40,OCEEUR888,N  ,AUSYD11 ,AU,AUC,APA,,SAF,AFR,AUSYD11,AU,APA,AUC,NAWBATM,,SAF,AFR,95.0,76.0
179,551627998,9/1/2010,2010/35,2010/35,1,28947,06/28/2010,Active,SD,CY,REEF,REEF,40,OCEEUR888,S  ,        ,BE,BEC,NEU,NC,NZC,APA,BEANTDGD,BE,NEU,BEC,NCNOUTM,NC,NZC,APA,80.0,83.0
180,551629550,9/3/2010,2010/35,2010/35,7,148605,06/28/2010,Active,SD,CY,DRY,DRY,40,FEAEUR401,E  ,        ,SE,SCA,NEU,CN,PRN,NAS,SEGOT01,SE,NEU,SCA,CNHSKTA,CN,PRN,NAS,588.0,539.0
181,551629919,9/5/2010,2010/35,2010/35,1,11058,06/28/2010,Active,CY,CY,DRY,DRY,40,FEAEUR400,W  ,VNSGNCL ,VN,VNC,APA,GB,GBC,NEU,VNSGNCL,VN,APA,VNC,GBFXSTM,GB,GBC,NEU,64.0,60.0
182,551633232,9/2/2010,2010/35,2010/35,1,30546,06/28/2010,Active,CY,CY,REEF,REEF,40,OCEENA061,N  ,NZUFXCT ,NZ,NZC,APA,US,USC,NAM,NZUFXCT,NZ,APA,NZC,USPHLPT,US,USC,NAM,27.0,81.0
183,551633471,9/1/2010,2010/35,2010/35,2,16416,06/29/2010,Active,SD,SD,DRY,DRY,40,NEUNAM891,E  ,        ,US,USC,NAM,DE,DEC,NEU,USHOUTM,US,NAM,USC,DEBRVTM,DE,DEC,NEU,110.0,91.0
184,551634197,9/11/2010,2010/36,2010/36,1,40345,06/29/2010,Active,CY,CY,DRY,DRY,20,AUSNEA080,N  ,AUMEL15 ,AU,AUC,APA,CN,PRN,NAS,AUMEL15,AU,APA,AUC,CNHSKTA,CN,PRN,NAS,126.0,84.0
185,551634666,9/25/2010,2010/38,2010/38,5,3338,06/29/2010,Active,CY,CY,DRY,DRY,20,OCEEUR888,N  ,AUMELTM ,AU,AUC,APA,DK,SCA,NEU,AUMELTM,AU,APA,AUC,DKAARPT,DK,SCA,NEU,84.0,63.0
186,551635079,9/6/2010,2010/36,2010/36,115,546509,06/29/2010,Active,SD,CY,DRY,DRY,20,OCEENA061,N  ,        ,NZ,NZC,APA,US,USC,NAM,NZPORTM,NZ,APA,NZC,USHOUTM,US,USC,NAM,3956.0,
187,551635552,9/7/2010,2010/36,2010/36,5,4317,06/29/2010,Active,CY,SD,DRY,DRY,20,CAMFEA691,E  ,THBKKLK ,TH,THC,APA,PA,CAR,LAM,THLZPB1,TH,APA,THC,PABLBPT,PA,CAR,LAM,102.0,96.0
188,551635833,9/25/2010,2010/38,2010/38,1,21539,06/29/2010,Active,CY,CY,REEF,REEF,40,AUSNEA080,N  ,AUMEL15 ,AU,AUC,APA,JP,JPC,NAS,AUMEL15,AU,APA,AUC,JPOSAC9,JP,JPC,NAS,50.0,50.0
189,551636605,9/4/2010,2010/35,2010/35,2,18898,06/29/2010,Active,SD,SD,DRY,DRY,40,NEUNAM891,W  ,        ,DE,DEC,NEU,US,USC,NAM,DEBRVTM,DE,NEU,DEC,USNWKSL,US,USC,NAM,180.0,139.0
190,551636878,9/8/2010,2010/36,2010/36,5,6235,06/29/2010,Active,SD,CY,REEF,REEF,20,MEANEU403,E  ,        ,DE,DEC,NEU,SA,SAC,WCA,DEBRVTM,DE,NEU,DEC,SADAMTM,SA,SAC,WCA,100.0,123.0
191,551637082,9/8/2010,2010/36,2010/36,1,12469,06/29/2010,Active,SD,CY,REEF,REEF,40,MEANEU403,E  ,        ,DE,DEC,NEU,SA,SAC,WCA,DEBRVTM,DE,NEU,DEC,SADAMTM,SA,SAC,WCA,80.0,109.0
192,551637431,9/18/2010,2010/37,2010/37,1,5004,06/29/2010,Active,SD,SD,DRY,DRY,40,NEUNAM891,W  ,        ,DE,DEC,NEU,US,USC,NAM,DEBRVTM,DE,NEU,DEC,USNWKSL,US,USC,NAM,79.0,
193,551637435,9/11/2010,2010/36,2010/36,5,2745,06/29/2010,Active,SD,SD,DRY,DRY,20,NEUNAM891,W  ,        ,DE,DEC,NEU,US,USC,NAM,DEBRVTM,DE,NEU,DEC,USNWKSL,US,USC,NAM,75.0,134.0
194,551640602,9/8/2010,2010/36,2010/36,15,59445,06/29/2010,Active,SD,CY,DRY,DRY,20,FEANAM721,W  ,        ,US,USC,NAM,CN,PRN,NAS,USLGBPA,US,NAM,USC,CNTSTQQ,CN,PRN,NAS,213.0,157.0
195,551641998,9/1/2010,2010/35,2010/35,1,1175,06/29/2010,Active,SD,CY,DRY,DRY,40,NEUNAM891,E  ,        ,US,USC,NAM,BE,BEC,NEU,USHOUTM,US,NAM,USC,NLROT01,NL,NLC,NEU,65.0,65.0
196,551654752,9/20/2010,2010/38,2010/38,1,125,06/29/2010,Active,CY,CY,DRY,DRY,40,MEDNAM602,E  ,USLSATM ,US,USC,NAM,IT,ITC,MED,USHOUTM,US,NAM,USC,ITLGHTM,IT,ITC,MED,101.0,61.0
197,551654874,9/2/2010,2010/35,2010/35,5,11374,06/29/2010,Active,CY,CY,DRY,DRY,40,NEUNAM892,E  ,USSAVGC ,US,USC,NAM,RU,RUC,NEU,USSAVGC,US,NAM,USC,RULEDTM,RU,RUC,NEU,350.0,175.0
